,tweet,tweet_tokens,tweet_tokens_WSW,tweet_tokens_stemmed
56,rt sehingga uu ini bisa diinterpretasikan atau ditafsirkan setuju dengan sexual consent selain itu terjadi kekosongan aturan,"['rt', 'sehingga', 'uu', 'ini', 'bisa', 'diinterpretasikan', 'atau', 'ditafsirkan', 'setuju', 'dengan', 'sexual', 'consent', 'selain', 'itu', 'terjadi', 'kekosongan', 'aturan']","['uu', 'diinterpretasikan', 'ditafsirkan', 'setuju', 'sexual', 'consent', 'kekosongan', 'aturan']","['uu', 'interpretasi', 'tafsir', 'tuju', 'sexual', 'consent', 'kosong', 'atur']"
57,rt hatihati azab bagi pelaku lgbt sangat mengerikan,"['rt', 'hatihati', 'azab', 'bagi', 'pelaku', 'lgbt', 'sangat', 'mengerikan']","['hatihati', 'azab', 'pelaku', 'lgbt', 'mengerikan']","['hatihati', 'azab', 'laku', 'lgbt', 'keri']"
58,rt saat sidang paripurna dpr ri tadi pagi saya menyampaikan interupsi terkait perilaku lgbt saya berharap agar sanksi lgbt ,"['rt', 'saat', 'sidang', 'paripurna', 'dpr', 'ri', 'tadi', 'pagi', 'saya', 'menyampaikan', 'interupsi', 'terkait', 'perilaku', 'lgbt', 'saya', 'berharap', 'agar', 'sanksi', 'lgbt']","['sidang', 'paripurna', 'dpr', 'ri', 'pagi', 'interupsi', 'terkait', 'perilaku', 'lgbt', 'berharap', 'sanksi', 'lgbt']","['sidang', 'paripurna', 'dpr', 'ri', 'pagi', 'interupsi', 'kait', 'perilaku', 'lgbt', 'harap', 'sanksi', 'lgbt']"
59,hizo herufi za lgbt watanzania karibu wote hawazijui hata zinamaanisha nini,"['hizo', 'herufi', 'za', 'lgbt', 'watanzania', 'karibu', 'wote', 'hawazijui', 'hata', 'zinamaanisha', 'nini']","['hizo', 'herufi', 'za', 'lgbt', 'watanzania', 'karibu', 'wote', 'hawazijui', 'hata', 'zinamaanisha', 'nini']","['hizo', 'herufi', 'za', 'lgbt', 'watanzania', 'karibu', 'wote', 'hawazijui', 'hata', 'zinamaanisha', 'nini']"
60,puan matikan mic saat fraksi pks bahas lgbt tifatul sembiring sarkas mungkin hemat listrik,"['puan', 'matikan', 'mic', 'saat', 'fraksi', 'pks', 'bahas', 'lgbt', 'tifatul', 'sembiring', 'sarkas', 'mungkin', 'hemat', 'listrik']","['puan', 'matikan', 'mic', 'fraksi', 'pks', 'bahas', 'lgbt', 'tifatul', 'sembiring', 'sarkas', 'hemat', 'listrik']","['puan', 'mati', 'mic', 'fraksi', 'pks', 'bahas', 'lgbt', 'tifatul', 'sembiring', 'sarkas', 'hemat', 'listrik']"
61,apa sih faktor yg bikin orang jadi lgbt karena ngerasain dirinya berbeda terus ngeklaim gender dysphoria,"['apa', 'sih', 'faktor', 'yg', 'bikin', 'orang', 'jadi', 'lgbt', 'karena', 'ngerasain', 'dirinya', 'berbeda', 'terus', 'ngeklaim', 'gender', 'dysphoria']","['faktor', 'orang', 'lgbt', 'ngerasain', 'berbeda', 'ngeklaim', 'gender', 'dysphoria']","['faktor', 'orang', 'lgbt', 'ngerasain', 'beda', 'ngeklaim', 'gender', 'dysphoria']"
62,rt agama manapun ga ada yg mendukung dan menghalalkan lgbt kecuali orang orang sakit jiwa untuk itu,"['rt', 'agama', 'manapun', 'ga', 'ada', 'yg', 'mendukung', 'dan', 'menghalalkan', 'lgbt', 'kecuali', 'orang', 'orang', 'sakit', 'jiwa', 'untuk', 'itu']","['agama', 'manapun', 'mendukung', 'menghalalkan', 'lgbt', 'kecuali', 'orang', 'orang', 'sakit', 'jiwa']","['agama', 'mana', 'dukung', 'halal', 'lgbt', 'kecuali', 'orang', 'orang', 'sakit', 'jiwa']"
63,bangga jadi lgbt,"['bangga', 'jadi', 'lgbt']","['bangga', 'lgbt']","['bangga', 'lgbt']"
64,rt sridianava haloo warga nahdliyin yg masih lurusjangan sampe nanti anak cucu kita ketika ditanya apa be,"['rt', 'sridianava', 'haloo', 'warga', 'nahdliyin', 'yg', 'masih', 'lurusjangan', 'sampe', 'nanti', 'anak', 'cucu', 'kita', 'ketika', 'ditanya', 'apa', 'be']","['sridianava', 'haloo', 'warga', 'nahdliyin', 'lurusjangan', 'sampe', 'anak', 'cucu', 'be']","['sridianava', 'haloo', 'warga', 'nahdliyin', 'lurusjangan', 'sampe', 'anak', 'cucu', 'be']"
65,konsep islam ttg lgbtislam haramkan lgbt krn keluar dr fitrah pria amp wanita shg lgbt hrs dilrg mungkar agr tdk,"['konsep', 'islam', 'ttg', 'lgbtislam', 'haramkan', 'lgbt', 'krn', 'keluar', 'dr', 'fitrah', 'pria', 'amp', 'wanita', 'shg', 'lgbt', 'hrs', 'dilrg', 'mungkar', 'agr', 'tdk']","['konsep', 'islam', 'ttg', 'lgbtislam', 'haramkan', 'lgbt', 'dr', 'fitrah', 'pria', 'wanita', 'shg', 'lgbt', 'hrs', 'dilrg', 'mungkar', 'agr']","['konsep', 'islam', 'ttg', 'lgbtislam', 'haram', 'lgbt', 'dr', 'fitrah', 'pria', 'wanita', 'shg', 'lgbt', 'hrs', 'dilrg', 'mungkar', 'agr']"
66,dukung pidanakan kaum lgbtindonesia merupakan negara dengan populasi islam terbesar di dunia sudah sewajarnya me,"['dukung', 'pidanakan', 'kaum', 'lgbtindonesia', 'merupakan', 'negara', 'dengan', 'populasi', 'islam', 'terbesar', 'di', 'dunia', 'sudah', 'sewajarnya', 'me']","['dukung', 'pidanakan', 'kaum', 'lgbtindonesia', 'negara', 'populasi', 'islam', 'terbesar', 'dunia', 'sewajarnya', 'me']","['dukung', 'pidana', 'kaum', 'lgbtindonesia', 'negara', 'populasi', 'islam', 'besar', 'dunia', 'wajar', 'me']"
67,rt silakan kalian dukung para lgbt dengan dalih hak asasi setelah anakmu sendiri yang kena baru tau rasa,"['rt', 'silakan', 'kalian', 'dukung', 'para', 'lgbt', 'dengan', 'dalih', 'hak', 'asasi', 'setelah', 'anakmu', 'sendiri', 'yang', 'kena', 'baru', 'tau', 'rasa']","['silakan', 'dukung', 'lgbt', 'dalih', 'hak', 'asasi', 'anakmu', 'kena']","['sila', 'dukung', 'lgbt', 'dalih', 'hak', 'asasi', 'anak', 'kena']"
68,rt sindir pembela lgbt nicho silalahi giliran tanah rakyat dirampas muncung kalian pada,"['rt', 'sindir', 'pembela', 'lgbt', 'nicho', 'silalahi', 'giliran', 'tanah', 'rakyat', 'dirampas', 'muncung', 'kalian', 'pada']","['sindir', 'pembela', 'lgbt', 'nicho', 'silalahi', 'giliran', 'tanah', 'rakyat', 'dirampas', 'muncung']","['sindir', 'bela', 'lgbt', 'nicho', 'silalahi', 'gilir', 'tanah', 'rakyat', 'rampas', 'muncung']"
69,teringat pengalaman pribadi mendapatkan perlakuan terkutuk dari lgbt thd saya saat itu di makasar thn pulang,"['teringat', 'pengalaman', 'pribadi', 'mendapatkan', 'perlakuan', 'terkutuk', 'dari', 'lgbt', 'thd', 'saya', 'saat', 'itu', 'di', 'makasar', 'thn', 'pulang']","['pengalaman', 'pribadi', 'perlakuan', 'terkutuk', 'lgbt', 'thd', 'makasar', 'thn', 'pulang']","['alam', 'pribadi', 'laku', 'kutuk', 'lgbt', 'thd', 'makasar', 'thn', 'pulang']"
70,publik itu majemuk sebagian sudah bertahun akrab dengan tradisi lgbt walau pakai istil,"['publik', 'itu', 'majemuk', 'sebagian', 'sudah', 'bertahun', 'akrab', 'dengan', 'tradisi', 'lgbt', 'walau', 'pakai', 'istil']","['publik', 'majemuk', 'bertahun', 'akrab', 'tradisi', 'lgbt', 'pakai', 'istil']","['publik', 'majemuk', 'tahun', 'akrab', 'tradisi', 'lgbt', 'pakai', 'istil']"
71,ofmagadh phir shuru inka lgbt,"['ofmagadh', 'phir', 'shuru', 'inka', 'lgbt']","['ofmagadh', 'phir', 'shuru', 'inka', 'lgbt']","['ofmagadh', 'phir', 'shuru', 'inka', 'lgbt']"
72,rt gus nadir lgbt bawa roh suci dari allahrentetan peristiwa yg nyata ada ditengah kita mulai dari deddy  mengunda,"['rt', 'gus', 'nadir', 'lgbt', 'bawa', 'roh', 'suci', 'dari', 'allahrentetan', 'peristiwa', 'yg', 'nyata', 'ada', 'ditengah', 'kita', 'mulai', 'dari', 'deddy', 'mengunda']","['gus', 'nadir', 'lgbt', 'bawa', 'roh', 'suci', 'allahrentetan', 'peristiwa', 'nyata', 'ditengah', 'deddy', 'mengunda']","['gus', 'nadir', 'lgbt', 'bawa', 'roh', 'suci', 'allahrentetan', 'peristiwa', 'nyata', 'tengah', 'deddy', 'unda']"
73,siapa yang bandingin sama orang gilang kntdd justru karena lgbt sedikit bisa mikir makan,"['siapa', 'yang', 'bandingin', 'sama', 'orang', 'gilang', 'kntdd', 'justru', 'karena', 'lgbt', 'sedikit', 'bisa', 'mikir', 'makan']","['bandingin', 'orang', 'gilang', 'kntdd', 'lgbt', 'mikir', 'makan']","['bandingin', 'orang', 'gilang', 'kntdd', 'lgbt', 'mikir', 'makan']"
74,rt id budayawan muhammadiyah umat islam wajib lawan lgbt,"['rt', 'id', 'budayawan', 'muhammadiyah', 'umat', 'islam', 'wajib', 'lawan', 'lgbt']","['id', 'budayawan', 'muhammadiyah', 'umat', 'islam', 'wajib', 'lawan', 'lgbt']","['id', 'budayawan', 'muhammadiyah', 'umat', 'islam', 'wajib', 'lawan', 'lgbt']"
75,dubes inggris kok ngambekkan ya ini negara ri yg punya kedaulatannya sendiri kalau di negaramu sana mau bermingg,"['dubes', 'inggris', 'kok', 'ngambekkan', 'ya', 'ini', 'negara', 'ri', 'yg', 'punya', 'kedaulatannya', 'sendiri', 'kalau', 'di', 'negaramu', 'sana', 'mau', 'bermingg']","['dubes', 'inggris', 'ngambekkan', 'negara', 'ri', 'kedaulatannya', 'negaramu', 'bermingg']","['dubes', 'inggris', 'ngambekkan', 'negara', 'ri', 'daulat', 'negara', 'bermingg']"
76,lah following nya berkurang beneran cari panggung itu baru aja dpt panggung di kasus ruhut eh malah dukung lgbt,"['lah', 'following', 'nya', 'berkurang', 'beneran', 'cari', 'panggung', 'itu', 'baru', 'aja', 'dpt', 'panggung', 'di', 'kasus', 'ruhut', 'eh', 'malah', 'dukung', 'lgbt']","['following', 'berkurang', 'beneran', 'cari', 'panggung', 'dpt', 'panggung', 'ruhut', 'eh', 'dukung', 'lgbt']","['following', 'kurang', 'beneran', 'cari', 'panggung', 'dpt', 'panggung', 'ruhut', 'eh', 'dukung', 'lgbt']"
77,bamukmin ini melihat dgn gegabah ada heineken itu sponsorship dunia buk,"['bamukmin', 'ini', 'melihat', 'dgn', 'gegabah', 'ada', 'heineken', 'itu', 'sponsorship', 'dunia', 'buk']","['bamukmin', 'gegabah', 'heineken', 'sponsorship', 'dunia', 'buk']","['bamukmin', 'gegabah', 'heineken', 'sponsorship', 'dunia', 'buk']"
78,maaf bang saya orang muslim dalam agama saya sudah jelas lgbt itu di larang saya ber,"['maaf', 'bang', 'saya', 'orang', 'muslim', 'dalam', 'agama', 'saya', 'sudah', 'jelas', 'lgbt', 'itu', 'di', 'larang', 'saya', 'ber']","['maaf', 'bang', 'orang', 'muslim', 'agama', 'lgbt', 'larang', 'ber']","['maaf', 'bang', 'orang', 'muslim', 'agama', 'lgbt', 'larang', 'ber']"
79,saya juga muslim dan saya juga menolak yg namanya lgbttapi saya tau saya tidak bis,"['saya', 'juga', 'muslim', 'dan', 'saya', 'juga', 'menolak', 'yg', 'namanya', 'lgbttapi', 'saya', 'tau', 'saya', 'tidak', 'bis']","['muslim', 'menolak', 'namanya', 'lgbttapi', 'bis']","['muslim', 'tolak', 'nama', 'lgbttapi', 'bis']"
80,rt kader muhammadiyah sindir ketum pbnu bendera lgbt bukan urusan kita giliran bendera tauhid diurus,"['rt', 'kader', 'muhammadiyah', 'sindir', 'ketum', 'pbnu', 'bendera', 'lgbt', 'bukan', 'urusan', 'kita', 'giliran', 'bendera', 'tauhid', 'diurus']","['kader', 'muhammadiyah', 'sindir', 'ketum', 'pbnu', 'bendera', 'lgbt', 'urusan', 'giliran', 'bendera', 'tauhid', 'diurus']","['kader', 'muhammadiyah', 'sindir', 'tum', 'pbnu', 'bendera', 'lgbt', 'urus', 'gilir', 'bendera', 'tauhid', 'urus']"
81,rt ketua majelis ulama indonesia mui bidang dakwah dan ukhuwah kh muhammad cholil nafis menegaskan pelaku lgbt harus dipidana,"['rt', 'ketua', 'majelis', 'ulama', 'indonesia', 'mui', 'bidang', 'dakwah', 'dan', 'ukhuwah', 'kh', 'muhammad', 'cholil', 'nafis', 'menegaskan', 'pelaku', 'lgbt', 'harus', 'dipidana']","['ketua', 'majelis', 'ulama', 'indonesia', 'mui', 'bidang', 'dakwah', 'ukhuwah', 'kh', 'muhammad', 'cholil', 'nafis', 'pelaku', 'lgbt', 'dipidana']","['ketua', 'majelis', 'ulama', 'indonesia', 'mui', 'bidang', 'dakwah', 'ukhuwah', 'kh', 'muhammad', 'cholil', 'naf', 'laku', 'lgbt', 'pidana']"
82,dirs gus bela kaum lgbt guskami mohoncuma nu lah satu satunya harapan kaum lgbt buat bernaung,"['dirs', 'gus', 'bela', 'kaum', 'lgbt', 'guskami', 'mohoncuma', 'nu', 'lah', 'satu', 'satunya', 'harapan', 'kaum', 'lgbt', 'buat', 'bernaung']","['dirs', 'gus', 'bela', 'kaum', 'lgbt', 'guskami', 'mohoncuma', 'nu', 'satunya', 'harapan', 'kaum', 'lgbt', 'bernaung']","['dirs', 'gus', 'bela', 'kaum', 'lgbt', 'guskami', 'mohoncuma', 'nu', 'satu', 'harap', 'kaum', 'lgbt', 'naung']"
83,rt klo ngomongin lgbt dan babi selalu heboh seolah itu dosa paling besar,"['rt', 'klo', 'ngomongin', 'lgbt', 'dan', 'babi', 'selalu', 'heboh', 'seolah', 'itu', 'dosa', 'paling', 'besar']","['ngomongin', 'lgbt', 'babi', 'heboh', 'dosa']","['ngomongin', 'lgbt', 'babi', 'heboh', 'dosa']"
84,lgbt itu mengundang bencana alam padahal bencana alam itu sendiri datang dikarenakan kita tidak peduli dengan lingk,"['lgbt', 'itu', 'mengundang', 'bencana', 'alam', 'padahal', 'bencana', 'alam', 'itu', 'sendiri', 'datang', 'dikarenakan', 'kita', 'tidak', 'peduli', 'dengan', 'lingk']","['lgbt', 'mengundang', 'bencana', 'alam', 'bencana', 'alam', 'peduli', 'lingk']","['lgbt', 'undang', 'bencana', 'alam', 'bencana', 'alam', 'peduli', 'lingk']"
85,rt lagi anggota dewan singgung masalah lgbt saat rapat paripurna puan langsung matikan,"['rt', 'lagi', 'anggota', 'dewan', 'singgung', 'masalah', 'lgbt', 'saat', 'rapat', 'paripurna', 'puan', 'langsung', 'matikan']","['anggota', 'dewan', 'singgung', 'lgbt', 'rapat', 'paripurna', 'puan', 'langsung', 'matikan']","['anggota', 'dewan', 'singgung', 'lgbt', 'rapat', 'paripurna', 'puan', 'langsung', 'mati']"
86,terserah kalian mau bilang lgbt dosa penyimpangan kesalahan atau apapun itu tapi dengan adanya mereka juga gada,"['terserah', 'kalian', 'mau', 'bilang', 'lgbt', 'dosa', 'penyimpangan', 'kesalahan', 'atau', 'apapun', 'itu', 'tapi', 'dengan', 'adanya', 'mereka', 'juga', 'gada']","['terserah', 'lgbt', 'dosa', 'penyimpangan', 'kesalahan', 'apapun', 'gada']","['serah', 'lgbt', 'dosa', 'simpang', 'salah', 'apa', 'gada']"
87,rt lagi anggota dewan singgung masalah lgbt saat rapat paripurna puan langsung matikan,"['rt', 'lagi', 'anggota', 'dewan', 'singgung', 'masalah', 'lgbt', 'saat', 'rapat', 'paripurna', 'puan', 'langsung', 'matikan']","['anggota', 'dewan', 'singgung', 'lgbt', 'rapat', 'paripurna', 'puan', 'langsung', 'matikan']","['anggota', 'dewan', 'singgung', 'lgbt', 'rapat', 'paripurna', 'puan', 'langsung', 'mati']"
88,halah bokefer dan pendukung lgbt kumurkumur tambah norak aja loe son,"['halah', 'bokefer', 'dan', 'pendukung', 'lgbt', 'kumurkumur', 'tambah', 'norak', 'aja', 'loe', 'son']","['halah', 'bokefer', 'pendukung', 'lgbt', 'kumurkumur', 'norak', 'loe', 'son']","['halah', 'bokefer', 'dukung', 'lgbt', 'kumurkumur', 'norak', 'loe', 'son']"
89,rt pbnu getol bela lgbt aktivis pantas aja gerah sama kata kafir dan gemar menstigma ulama,"['rt', 'pbnu', 'getol', 'bela', 'lgbt', 'aktivis', 'pantas', 'aja', 'gerah', 'sama', 'kata', 'kafir', 'dan', 'gemar', 'menstigma', 'ulama']","['pbnu', 'getol', 'bela', 'lgbt', 'aktivis', 'gerah', 'kafir', 'gemar', 'menstigma', 'ulama']","['pbnu', 'getol', 'bela', 'lgbt', 'aktivis', 'gerah', 'kafir', 'gemar', 'stigma', 'ulama']"
90,hak hidup semua makhluk itu sudah di jamin tapi masalah perbuatan dia yg menjadi lg,"['hak', 'hidup', 'semua', 'makhluk', 'itu', 'sudah', 'di', 'jamin', 'tapi', 'masalah', 'perbuatan', 'dia', 'yg', 'menjadi', 'lg']","['hak', 'hidup', 'makhluk', 'jamin', 'perbuatan']","['hak', 'hidup', 'makhluk', 'jamin', 'buat']"
91,angka didu om klo mau silahkan mati sendri gak usah bawa orang akibat perbuatan lgbt mu,"['angka', 'didu', 'om', 'klo', 'mau', 'silahkan', 'mati', 'sendri', 'gak', 'usah', 'bawa', 'orang', 'akibat', 'perbuatan', 'lgbt', 'mu']","['angka', 'didu', 'om', 'silahkan', 'mati', 'sendri', 'bawa', 'orang', 'akibat', 'perbuatan', 'lgbt', 'mu']","['angka', 'didu', 'om', 'silah', 'mati', 'sendri', 'bawa', 'orang', 'akibat', 'buat', 'lgbt', 'mu']"
92,rt budayawan muhammadiyah umat islam wajib lawan lgbt umat islam wajib secara terbuka melawan lesbian gay biseksual dan transg,"['rt', 'budayawan', 'muhammadiyah', 'umat', 'islam', 'wajib', 'lawan', 'lgbt', 'umat', 'islam', 'wajib', 'secara', 'terbuka', 'melawan', 'lesbian', 'gay', 'biseksual', 'dan', 'transg']","['budayawan', 'muhammadiyah', 'umat', 'islam', 'wajib', 'lawan', 'lgbt', 'umat', 'islam', 'wajib', 'terbuka', 'melawan', 'lesbian', 'gay', 'biseksual', 'transg']","['budayawan', 'muhammadiyah', 'umat', 'islam', 'wajib', 'lawan', 'lgbt', 'umat', 'islam', 'wajib', 'buka', 'lawan', 'lesbian', 'gay', 'biseksual', 'transg']"
93,rt ustadz abdul somad lgbt penyakit bukan pemberian tuhan,"['rt', 'ustadz', 'abdul', 'somad', 'lgbt', 'penyakit', 'bukan', 'pemberian', 'tuhan']","['ustadz', 'abdul', 'somad', 'lgbt', 'penyakit', 'pemberian', 'tuhan']","['ustadz', 'abdul', 'somad', 'lgbt', 'sakit', 'beri', 'tuhan']"
94,rt kanjengraden formula  sponsor birlgbt terbanyak daerah para kadrun padang amp bogorpemerkosaan massal para santrigabener pelukan,"['rt', 'kanjengraden', 'formula', 'sponsor', 'birlgbt', 'terbanyak', 'daerah', 'para', 'kadrun', 'padang', 'amp', 'bogorpemerkosaan', 'massal', 'para', 'santrigabener', 'pelukan']","['kanjengraden', 'formula', 'sponsor', 'birlgbt', 'daerah', 'kadrun', 'padang', 'bogorpemerkosaan', 'massal', 'santrigabener', 'pelukan']","['kanjengraden', 'formula', 'sponsor', 'birlgbt', 'daerah', 'kadrun', 'padang', 'bogorpemerkosaan', 'massal', 'santrigabener', 'peluk']"
95,lildove tolol lah kalo bener nyesel gua nungguin bertaun kalo cuma buat liat plot cacat ala netflix yg suka campaign lgbt,"['lildove', 'tolol', 'lah', 'kalo', 'bener', 'nyesel', 'gua', 'nungguin', 'bertaun', 'kalo', 'cuma', 'buat', 'liat', 'plot', 'cacat', 'ala', 'netflix', 'yg', 'suka', 'campaign', 'lgbt']","['lildove', 'tolol', 'bener', 'nyesel', 'gua', 'nungguin', 'bertaun', 'liat', 'plot', 'cacat', 'ala', 'netflix', 'suka', 'campaign', 'lgbt']","['lildove', 'tolol', 'bener', 'nyesel', 'gua', 'nungguin', 'taun', 'liat', 'plot', 'cacat', 'ala', 'netflix', 'suka', 'campaign', 'lgbt']"
96,bangga jadi lgbtsaya orang indonesia,"['bangga', 'jadi', 'lgbtsaya', 'orang', 'indonesia']","['bangga', 'lgbtsaya', 'orang', 'indonesia']","['bangga', 'lgbtsaya', 'orang', 'indonesia']"
97,selain surga buat buron korupsi indonesia singapore juga surga buat lgbthanya negara broker dan miskin sda dere,"['selain', 'surga', 'buat', 'buron', 'korupsi', 'indonesia', 'singapore', 'juga', 'surga', 'buat', 'lgbthanya', 'negara', 'broker', 'dan', 'miskin', 'sda', 'dere']","['surga', 'buron', 'korupsi', 'indonesia', 'singapore', 'surga', 'lgbthanya', 'negara', 'broker', 'miskin', 'sda', 'dere']","['surga', 'buron', 'korupsi', 'indonesia', 'singapore', 'surga', 'lgbthanya', 'negara', 'broker', 'miskin', 'sda', 'dere']"
98,semoga seluruh anak keturunan elu menjadi lgbt berperilaku seperti lgbtaamiin,"['semoga', 'seluruh', 'anak', 'keturunan', 'elu', 'menjadi', 'lgbt', 'berperilaku', 'seperti', 'lgbtaamiin']","['semoga', 'anak', 'keturunan', 'elu', 'lgbt', 'berperilaku', 'lgbtaamiin']","['moga', 'anak', 'turun', 'elu', 'lgbt', 'perilaku', 'lgbtaamiin']"
99,rt untuk memenuhi tugas akhir aku aku nulis dengan judul lgbt di negeri adat di dalam aku jg bahas,"['rt', 'untuk', 'memenuhi', 'tugas', 'akhir', 'aku', 'aku', 'nulis', 'dengan', 'judul', 'lgbt', 'di', 'negeri', 'adat', 'di', 'dalam', 'aku', 'jg', 'bahas']","['memenuhi', 'tugas', 'nulis', 'judul', 'lgbt', 'negeri', 'adat', 'jg', 'bahas']","['penuh', 'tugas', 'nulis', 'judul', 'lgbt', 'negeri', 'adat', 'jg', 'bahas']"
100,lu betina apa jantan biar enak gw panggil tapi kalau lihat dari wajah lu kayak lgbt betina bukan jantan juga bukan,"['lu', 'betina', 'apa', 'jantan', 'biar', 'enak', 'gw', 'panggil', 'tapi', 'kalau', 'lihat', 'dari', 'wajah', 'lu', 'kayak', 'lgbt', 'betina', 'bukan', 'jantan', 'juga', 'bukan']","['lu', 'betina', 'jantan', 'enak', 'gw', 'panggil', 'lihat', 'wajah', 'lu', 'kayak', 'lgbt', 'betina', 'jantan']","['lu', 'betina', 'jantan', 'enak', 'gw', 'panggil', 'lihat', 'wajah', 'lu', 'kayak', 'lgbt', 'betina', 'jantan']"
101,kata paling bullhit yang pernah ada lgbt adalah takdir,"['kata', 'paling', 'bullhit', 'yang', 'pernah', 'ada', 'lgbt', 'adalah', 'takdir']","['bullhit', 'lgbt', 'takdir']","['bullhit', 'lgbt', 'takdir']"
102,bangga jadi lgbt,"['bangga', 'jadi', 'lgbt']","['bangga', 'lgbt']","['bangga', 'lgbt']"
103,apa mungkin kita telah hilang kehormatan maksud saya adalah lihat saja mereka seperti tidak mengharga,"['apa', 'mungkin', 'kita', 'telah', 'hilang', 'kehormatan', 'maksud', 'saya', 'adalah', 'lihat', 'saja', 'mereka', 'seperti', 'tidak', 'mengharga']","['hilang', 'kehormatan', 'maksud', 'lihat', 'mengharga']","['hilang', 'hormat', 'maksud', 'lihat', 'harga']"
104,aku heran melihat lgbt di indonesia kebanyakan mereka munafik karena mereka tidak ingin memperjuangkan hak mereka ,"['aku', 'heran', 'melihat', 'lgbt', 'di', 'indonesia', 'kebanyakan', 'mereka', 'munafik', 'karena', 'mereka', 'tidak', 'ingin', 'memperjuangkan', 'hak', 'mereka']","['heran', 'lgbt', 'indonesia', 'kebanyakan', 'munafik', 'memperjuangkan', 'hak']","['heran', 'lgbt', 'indonesia', 'banyak', 'munafik', 'juang', 'hak']"
105,bersumpah itu hanya atas nama allah hanya orang kafir dan musyrik yg bersumpah dengan selain all,"['bersumpah', 'itu', 'hanya', 'atas', 'nama', 'allah', 'hanya', 'orang', 'kafir', 'dan', 'musyrik', 'yg', 'bersumpah', 'dengan', 'selain', 'all']","['bersumpah', 'nama', 'allah', 'orang', 'kafir', 'musyrik', 'bersumpah', 'all']","['sumpah', 'nama', 'allah', 'orang', 'kafir', 'musyrik', 'sumpah', 'all']"
106,shandie semoga yang dukung lgbt anak cucunya lgbt semua,"['shandie', 'semoga', 'yang', 'dukung', 'lgbt', 'anak', 'cucunya', 'lgbt', 'semua']","['shandie', 'semoga', 'dukung', 'lgbt', 'anak', 'cucunya', 'lgbt']","['shandie', 'moga', 'dukung', 'lgbt', 'anak', 'cucu', 'lgbt']"
107,rt perokok bisa begitu saja berhenti tanpa debat amp ngeyel ketika divonis strokebegitupun lgbt begitu divonis hivims langsun,"['rt', 'perokok', 'bisa', 'begitu', 'saja', 'berhenti', 'tanpa', 'debat', 'amp', 'ngeyel', 'ketika', 'divonis', 'strokebegitupun', 'lgbt', 'begitu', 'divonis', 'hivims', 'langsun']","['perokok', 'berhenti', 'debat', 'ngeyel', 'divonis', 'strokebegitupun', 'lgbt', 'divonis', 'hivims', 'langsun']","['okok', 'henti', 'debat', 'ngeyel', 'vonis', 'strokebegitupun', 'lgbt', 'vonis', 'hivims', 'langsun']"
108,walah logika apa ni bahas lgbt vs babi amp alkohol kok pake standar apel to apelkalo babi amp alkohol,"['walah', 'logika', 'apa', 'ni', 'bahas', 'lgbt', 'vs', 'babi', 'amp', 'alkohol', 'kok', 'pake', 'standar', 'apel', 'to', 'apelkalo', 'babi', 'amp', 'alkohol']","['walah', 'logika', 'ni', 'bahas', 'lgbt', 'vs', 'babi', 'alkohol', 'pake', 'standar', 'apel', 'to', 'apelkalo', 'babi', 'alkohol']","['walah', 'logika', 'ni', 'bahas', 'lgbt', 'vs', 'babi', 'alkohol', 'pake', 'standar', 'apel', 'to', 'apelkalo', 'babi', 'alkohol']"
